id,batch,module,severity,category,abi,file,symbol,title,recommendation
FEAT-16,B5,FEATUREFINDER,medium,api-asymmetry,source-compatible,src/openms/include/OpenMS/FEATUREFINDER/IsotopeModel.h,IsotopeModel::setSamples(const EmpiricalFormula&) vs InterpolationModel::setSamples(),Inherited no-arg setSamples() throws NotImplemented while the model also exposes a working setSamples(formula) overload,"Either override the no-arg setSamples() in IsotopeModel to call setSamples(getFormula()) (restoring the sibling contract), or document clearly on the class/overload that only setSamples(formula) builds the IsotopeModel and the inherited no-arg form throws. Adding an override is source-compatible and ABI-additive."
FEAT-17,B5,FEATUREFINDER,medium,hidden-side-effect,none,src/openms/source/FEATUREFINDER/ElutionModelFitter.cpp,ElutionModelFitter::fitElutionModels,fitElutionModels() can clear the entire FeatureMap and overwrites each feature's intensity in place,Document on the public fitElutionModels() declaration that it mutates feature intensities in place (raw value moved to meta 'raw_intensity') and that the FeatureMap is cleared when no model is valid. Doc-only change; ABI-safe.
FEAT-19,B5,FEATUREFINDER,medium,silent-failure,source-compatible,src/openms/include/OpenMS/FEATUREFINDER/FeatureFinderAlgorithmMetaboIdent.h,FeatureFinderAlgorithmMetaboIdent::getMSData,"getMSData() returns an EMPTY map after a successful run(), contradicting its 'empty if run was not executed' doc","Fix the doc to state that getMSData() is empty BOTH before run() and after run() (the data is consumed/freed). If callers need the post-processing data, do not reset ms_data_ in run(), or add an explicit note. Doc-only change is source/ABI-compatible; keeping the data would be a behavioral change."
FEAT-21,B5,FEATUREFINDER,medium,param-order-or-bool,none,src/openms/include/OpenMS/FEATUREFINDER/FeatureFinderAlgorithmMetaboIdent.h,FeatureFinderAlgorithmMetaboIdent::run,run() has no MS-data parameter; the required spectra must be injected via setMSData() first or run() silently returns unchanged,"Document the mandatory setMSData()-before-run() contract on run() itself, and consider signalling the empty-input case (log already exists at runtime). Doc-only change is ABI-safe; adding an overload run(PeakMap&&, ...) would be additive."
FEAT-23,B5,FEATUREFINDER,medium,surprising-throw,none,src/openms/include/OpenMS/FEATUREFINDER/FeatureFinderAlgorithmPickedHelperStructs.h,FeatureFinderAlgorithmPickedHelperStructs::MassTraces::computeIntensityProfile,"computeIntensityProfile() dereferences begin() unconditionally -> UB on an empty MassTraces, while sibling queries throw a documented Precondition","Add an empty-guard at the top of computeIntensityProfile() (early return on empty, or throw Exception::Precondition to match siblings) and document it in the header. Behavior/doc change; ABI-safe."
FEAT-27,B5,FEATUREFINDER,medium,silent-failure,source-compatible,src/openms/include/OpenMS/FEATUREFINDER/FeatureFinderAlgorithmMetaboIdent.h,FeatureFinderAlgorithmMetaboIdent::FeatureFinderMetaboIdentCompound,"Constructing a compound that violates the documented contract is silently dropped at run() time, not reported to the caller","Provide feedback to the caller (e.g. return/collect the count or list of dropped targets from run(), or add a validate() method on the compound). Adding a getter/return path is additive and ABI-safe; the current behavior should at least be cross-referenced from run()'s doc."
FEAT-30,B5,FEATUREFINDER,medium,hidden-side-effect,none,src/openms/include/OpenMS/FEATUREFINDER/FeatureFinderIdentificationAlgorithm.h,FeatureFinderIdentificationAlgorithm::setMSData,setMSData silently discards all non-MS1 spectra from the stored data,"Document the MS1-only filtering explicitly in both setMSData overload briefs (the algorithm only operates on MS1, so the behavior is intentional but surprising). Doc-only change, no ABI impact."
FEAT-31,B5,FEATUREFINDER,medium,ownership-lifetime,none,src/openms/source/FEATUREFINDER/FFIDAlgoExternalIDHandler.cpp,Internal::FFIDAlgoExternalIDHandler::addExternalPeptide,"addExternalPeptide stores a raw pointer to the caller's peptide and truncates its hits, with no lifetime warning","Document both the in-place mutation (sort + truncate to best hit) and the pointer-retention/lifetime contract in the header, mirroring the existing addPeptideToMap_ caveat. Doc-only; no ABI change."
FEAT-36,B5,FEATUREFINDER,medium,misleading-name,breaking,src/openms/include/OpenMS/FEATUREFINDER/Biosaur2Algorithm.h,Biosaur2Algorithm::Hill::ion_mobility_median / PeptideFeature::ion_mobility,"Field named *_median actually stores an intensity-weighted MEAN, not a median","Rename to ion_mobility_weighted_mean (and PeptideFeature already exposes ion_mobility, which is fine). Renaming a public struct member is source-breaking; if ABI/source stability is required, keep the field but fix the name in a future major version and meanwhile correct the doc to drop 'median' from the primary description. The drift_time_median field really is a median, so the inconsistency is doubly surprising."
FEAT-37,B5,FEATUREFINDER,medium,silent-failure,none,src/openms/include/OpenMS/FEATUREFINDER/ElutionPeakDetection.h,ElutionPeakDetection::computeMassTraceSNR,"computeMassTraceSNR divides by noise area with no zero guard, returning +inf/NaN for a clean trace","Add the same `if (noise_area > 0.0)` guard as computeApexSNR so the two SNR methods behave consistently (additive, ABI-safe). Document the value returned when noise is zero."
FEAT-41,B5,FEATUREFINDER,medium,inconsistent-convention,none,src/openms/include/OpenMS/FEATUREFINDER/FeatureFindingMetabo.h,FeatureHypothesis::getFWHM / getChromatograms vs getCentroidMZ / getCentroidRT,Empty-hypothesis handling is inconsistent across getters: throw vs return 0.0 vs undefined-behavior deref,"Pick one contract and apply it uniformly. At minimum add an empty guard to getChromatograms() to avoid UB (additive, ABI-safe), and document whether empty-hypothesis getters throw or return a sentinel."
FEAT-43,B5,FEATUREFINDER,medium,misleading-name,breaking,src/openms/include/OpenMS/FEATUREFINDER/MultiplexDeltaMassesGenerator.h,MultiplexDeltaMassesGenerator::getLabelShort / getLabelLong,Non-const 'getLabel*' lookups MUTATE the internal map and silently return empty string for unknown labels,"Make both methods const and use map::at() (throwing Exception::ElementNotFound on miss) or map::find() returning a clearly-documented empty sentinel without insertion. Const-correctness fix changes the method signature's const-qualifier (mangled name), so do it additively if ABI matters: add 'getLabelShort(...) const' overloads using find(), keep the old ones [[deprecated]]."
FEAT-45,B5,FEATUREFINDER,medium,asymmetric-api,breaking,src/openms/include/OpenMS/FEATUREFINDER/MultiplexDeltaMassesGenerator.h,MultiplexDeltaMassesGenerator::getSamplesLabelsList,Non-const getSamplesLabelsList() returns a copy by value while the const overload returns a reference,"Return a non-const reference from the non-const overload, or remove it in favour of the const ref overload. Either is an ABI change to the symbol's return type; introduce a new ref-returning accessor and deprecate the value one if ABI stability is required."
FEAT-51,B5,FEATUREFINDER,medium,const-correctness,breaking,src/openms/include/OpenMS/FEATUREFINDER/MultiplexFilteringProfile.h,MultiplexFilteringProfile::MultiplexFilteringProfile,"Constructor takes exp_profile by non-const reference and documents it @param[in,out], but only reads it","Change the parameter to `const MSExperiment& exp_profile` and the doc to @param[in]. This is source-compatible for callers passing lvalues (const-ref binds more, not less), but changes the mangled constructor signature (ABI). If ABI must be frozen, at minimum fix the @param[in,out] doc to @param[in]."
FEAT-52,B5,FEATUREFINDER,medium,param-order-or-bool,none,src/openms/include/OpenMS/FEATUREFINDER/MultiplexFilteredPeak.h,MultiplexFilteredPeak::MultiplexFilteredPeak,"Constructor argument order (mz, rt, mz_idx, rt_idx) is reversed relative to the class's own addSatellite/checkSatellite (rt_idx, mz_idx)","Cannot reorder the ctor without breaking ABI; instead document the order explicitly in the header and consider a named factory or strong index types (e.g. RTIndex/MZIndex strong typedefs, which this module already includes boost strong_typedef for) so the axes cannot be transposed. Flagging the consistent order as the ideal fix."
PROC-3,B5,PROCESSING,medium,asymmetric-api,source-compatible,src/openms/include/OpenMS/PROCESSING/CENTROIDING/PeakPickerIterative.h,PeakPickerIterative::pick,"pick() leaves 'output' untouched (not cleared) when input has <3 points, but fully overwrites it otherwise — inconsistent output contract","Move 'output.clear(true)' (or copySpectrumMeta) above the size check so 'output' is always reset, matching the normal path. Header-only inline change; ABI: source-compatible (behavior change only)."
PROC-5,B5,PROCESSING,medium,silent-failure,none,src/openms/include/OpenMS/PROCESSING/CENTROIDING/PeakPickerIM.h,PeakPickerIM::pickIMCluster / pickIMElutionProfiles / pickIMTraces,"All three pickIM* methods silently no-op (return without modifying the spectrum) when the input has no IM data, instead of signaling that nothing was done","Either make the no-IM-data case throw (matching the documented MissingInformation contract) or remove the @throws claim and document the silent-no-op behavior. All methods return void, so callers cannot detect the no-op; consider returning bool. ABI: doc fix = none; throwing or return-type change = source/behavior breaking."
PROC-6,B5,PROCESSING,medium,hidden-side-effect,none,src/openms/include/OpenMS/PROCESSING/CENTROIDING/PeakPickerIM.h,PeakPickerIM::pickIMCluster,"pickIMCluster silently discards all StringDataArrays and IntegerDataArrays and all-but-one FloatDataArray, beyond just averaging peaks","Document in the public header that all non-IM data arrays are dropped (the .cpp explains why, the header does not). Doc-only; ABI: none."
PROC-10,B5,PROCESSING,medium,silent-failure,none,src/openms/source/PROCESSING/SMOOTHING/GaussFilter.cpp,GaussFilter::filter,"filter() silently leaves data unmodified when the Gaussian is too narrow, despite documenting that it throws","Either throw Exception::IllegalArgument in the !found_signal path (matching the documented contract) or update the header to remove the false @exception promise and document that the spectrum is left unchanged on failure. Additive/ABI-safe fix: correct the documentation and optionally make the warning unconditional; behavior-changing fix (throwing) would be source-breaking for callers relying on silent no-op, so flag it but prefer doc correction plus a settable strict mode."
PROC-11,B5,PROCESSING,medium,asymmetric-api,none,src/openms/source/PROCESSING/SMOOTHING/LowessSmoothing.cpp,LowessSmoothing::smoothData,"Output vector is appended-to (push_back) in the normal path but assigned in the degenerate path, so it is not cleared","Add 'smoothed_output.clear();' (and optionally reserve(input_size)) at the top of smoothData so both paths consistently overwrite. ABI-safe, body-only change."
PROC-13,B5,PROCESSING,medium,silent-failure,none,src/openms/include/OpenMS/PROCESSING/SMOOTHING/SavitzkyGolayFilter.h,SavitzkyGolayFilter::filter,filter() is a silent no-op when the spectrum has fewer points than the frame size,"Document that spectra shorter than frame_size are returned unchanged, and optionally emit a ProgressLogger/LOG warning. ABI-safe (doc + optional warning). A stricter throw would be source-breaking, so flag but do not force it."
PROC-17,B5,PROCESSING,medium,misleading-name,none,src/openms/include/OpenMS/PROCESSING/SCALING/RankScaler.h,RankScaler::filterSpectrum,'Scaler' overwrites intensities with integer ranks rather than scaling them,Document precisely in the (currently sparse) class doc that intensities are replaced by descending dense ranks (1 = weakest). Renaming to RankTransformer would be clearer but is ABI-breaking; prefer the doc fix plus noting the highest-rank == n_distinct convention.
PROC-18,B5,PROCESSING,medium,silent-failure,source-compatible,src/openms/include/OpenMS/PROCESSING/SCALING/SqrtScaler.h,SqrtScaler::filterSpectrum,Negative intensities are silently clamped to 0 and a warning is written to std::cerr,Route the warning through OPENMS_LOG_WARN (consistent with the rest of OpenMS) and document the clamp-to-zero behavior in the header. ABI-safe inline-body change.
PROC-19,B5,PROCESSING,medium,hidden-side-effect,none,src/openms/include/OpenMS/PROCESSING/FILTERING/WindowMower.h,WindowMower::filterPeakSpectrumForTopNInJumpingWindow,"Last-window peak count is scaled by window-fill fraction and can round to zero, dropping all peaks at the spectrum tail","Document the fractional last-window behavior in the header, and consider std::max<Size>(1, ...) so a non-empty final window keeps at least one peak. ABI-safe inline-body change."
PROC-20,B5,PROCESSING,medium,return-value,source-compatible,src/openms/include/OpenMS/PROCESSING/FILTERING/WindowMower.h,WindowMower::filterPeakSpectrumForTopNInJumpingWindow,"Retained peaks are matched back by full-peak equality (std::find), conflating duplicate peaks","Track selected indices directly through the window loop instead of value-matching, or document the duplicate-peak ambiguity. ABI-safe inline-body change."
PROC-21,B5,PROCESSING,medium,silent-failure,source-compatible,src/openms/include/OpenMS/PROCESSING/SCALING/Normalizer.h,Normalizer::filterSpectrum,'to_one'/'to_TIC' divide by a divisor that can be zero or negative without guarding,"Guard divisor <= 0 (skip or throw with a clear message) before the division loop, and document behavior for all-zero/negative spectra. ABI-safe inline-body change."
PROC-22,B5,PROCESSING,medium,inconsistent-convention,none,src/openms/include/OpenMS/PROCESSING/SPECTRAMERGING/SpectraMerger.h,SpectraMerger::average,average() reads Gaussian-named parameters even when average_type is 'tophat',Read precursor_mass_tol/max_charge from the active method's namespace (or document that average_gaussian:precursor_mass_tol governs tophat too). Behavioral/source change; keep default value so existing configs are unaffected.
PROC-26,B5,PROCESSING,medium,surprising-throw,source-compatible,src/openms/include/OpenMS/PROCESSING/NOISEESTIMATION/SignalToNoiseEstimator.h,SignalToNoiseEstimator::estimate_,"estimate_() divides by element count without an emptiness guard: on an empty range it divides by zero, producing NaN/inf rather than a defined result","Guard the empty range (return {0,0} or throw a documented exception) before dividing. Source-compatible; ABI unchanged. computeSTN_ callers already special-case empty windows, so a defined empty-range result is the least surprising behavior."
PROC-27,B5,PROCESSING,medium,surprising-default,none,src/openms/include/OpenMS/PROCESSING/CALIBRATION/PrecursorCorrection.h,PrecursorCorrection::correctToNearestFeature,"Default rt_tolerance_s and mz_tolerance are both 0.0, so the default-argument call silently corrects (almost) nothing","Either drop the defaults (force callers to choose tolerances) or pick non-zero sensible defaults, and document that 0 means 'no match'. Removing defaults is source-breaking for default-arg callers; safest is to document the no-op behavior. ABI of the symbol itself is unaffected by default-arg changes."
PROC-28,B5,PROCESSING,medium,silent-failure,source-compatible,src/openms/include/OpenMS/PROCESSING/NOISEESTIMATION/SignalToNoiseEstimatorMedianRapid.h,SignalToNoiseEstimatorMedianRapid::NoiseEstimator::get_noise_value,"get_noise_value() clamps noise to a minimum of 1.0 and its window lookups are guarded only by assert(), so out-of-range m/z is UB in release and a floor of 1.0 is silently imposed","Replace asserts with real bounds handling (clamp window_nr to [0, size-1] or throw) so release builds are safe; document the 1.0 floor in the function brief, not just a note. Source-compatible; these are header-inline so changing them is an ABI consideration only for inlined call sites (recompile suffices)."
PROC-34,B5,PROCESSING,medium,surprising-default,none,src/openms/include/OpenMS/PROCESSING/FEATURE/FeatureOverlapFilter.h,"FeatureOverlapFilter::filter(FeatureMap&, FeatureComparator, FeatureOverlapCallback, bool)","Legacy filter() defaults to TRACE_LEVEL overlap, contradicting the enum's documented CONVEX_HULL default","Align the documented default: either change the enum comment to reflect TRACE_LEVEL being the de-facto default of the legacy entry point, or flip the bool default to false (behavior-changing). Safest additive fix is to clarify the docs; if behavior should change, do it in a minor release. ABI of the signature itself is unchanged."
MATH-2,B6,MATH,medium,silent-failure,source-compatible,src/openms/include/OpenMS/MATH/MISC/EmgGradientDescent.h,EmgGradientDescent::estimateEmgParameters,Returns iteration count with no failure signal; on early numerical break the out-params can be left as DBL_MAX,Return a bool/enum success flag (or set out-params to NaN on failure and document it) so callers can detect divergence. Adding a separate `bool` overload or out-param is ABI-additive; changing the return type is breaking.
MATH-3,B6,MATH,medium,hidden-side-effect,none,src/openms/include/OpenMS/MATH/MISC/EmgGradientDescent.h,EmgGradientDescent::estimateEmgParameters,const estimator writes diagnostic text to std::cout even when print_debug == 0,Gate these prints behind `print_debug_` (or route to OPENMS_LOG_*). ABI-safe; pure implementation change.
MATH-4,B6,MATH,medium,surprising-default,source-compatible,src/openms/include/OpenMS/MATH/MISC/EmgGradientDescent.h,EmgGradientDescent::fitEMGPeakModel,"left_pos/right_pos use 0.0 as a magic ""unset"" sentinel, so a legitimate position of 0.0 silently means ""whole peak""","Document that 0.0 means ""unbounded on that side"", or switch the sentinel to NaN / std::optional<double> so position 0.0 is a valid bound. Adding an overload taking std::optional is ABI-additive; changing the signature is source-breaking."
MATH-5,B6,MATH,medium,silent-failure,source-compatible,src/openms/include/OpenMS/MATH/MISC/BSplineSmoothingSpline.h,BSplineSmoothingSpline (constructor) / num_interior_knots(),"Invalid/unsorted input does not throw and is not reported by k; failure is only observable via ok(), and num_interior_knots()/rss() return defaults that look like a valid degenerate fit","Either throw IllegalArgument like CubicSpline2d for consistency, or have the numeric getters throw/return NaN when !ok(). At minimum document that k!=3 is ignored. Returning NaN from getters when !ok_ is ABI-safe."
MATH-8,B6,MATH,medium,misleading-name,source-compatible,src/openms/include/OpenMS/MATH/STATISTICS/Histogram.h,Math::Histogram::maxValue / minValue,"maxValue()/minValue() return the largest/smallest BIN COUNT, not the max/min data value or bin position",Add clearer additive accessors `maxBinCount()`/`minBinCount()` and deprecate maxValue()/minValue(). Renaming directly would break ABI; the additive aliases are source-compatible.
MATH-9,B6,MATH,medium,hidden-side-effect,source-compatible,src/openms/include/OpenMS/MATH/StatisticFunctions.h,Math::quantile1st / quantile3rd / median,Read-only-looking quantile/median helpers SORT the caller's range in place by default (default sorted=false),"Document the in-place sort prominently in each brief (currently only the @param mentions it), and consider an overload taking a const range that copies internally. Behavior is long-standing; keep the default but make the side effect obvious. Additive overload is ABI-safe."
MATH-10,B6,MATH,medium,inconsistent-convention,source-compatible,src/openms/include/OpenMS/MATH/StatisticFunctions.h,Math::quantile1st / quantile3rd,"quantile1st/quantile3rd use a different (sub-median) definition than the sibling quantile(begin,end,q)","Document that quantile1st/3rd are hinge-style and differ from quantile(...,q); or reimplement them in terms of quantile() for one consistent definition. Reimplementation changes numeric output (source-compatible signature)."
MATH-11,B6,MATH,medium,unit-or-index,none,src/openms/include/OpenMS/MATH/STATISTICS/BasicStatistics.h,Math::BasicStatistics::update (single-range overload),"update(probabilities) computes mean/variance over implicit coordinates 0,1,2,... not over the probability values themselves","Document loudly that the single-range overload treats the input as weights over positions 0..n-1 (a histogram/pmf), not as raw samples; or rename to updateFromPMF(). Doc/additive rename is ABI-safe."
MATH-15,B6,MATH,medium,silent-failure,source-compatible,src/openms/include/OpenMS/MATH/MathFunctions.h,Math::quantile (sorted-vector overload),"Free-function quantile(x, q) silently clamps out-of-range q instead of signaling, unlike the iterator overload which throws","Make the two overloads consistent (both throw, or both clamp-and-document). Aligning error behavior is source-compatible at the signature level."
MATH-16,B6,MATH,medium,misleading-name,none,src/openms/include/OpenMS/MATH/STATISTICS/GaussFitter.h,GaussFitter::GaussFitResult::log_eval_no_normalize,log_eval_no_normalize doc claims it returns scaled 'intensities' (PDF*A) but it returns an UN-scaled log-density that ignores A,"Fix the Doxygen block to state it returns the natural-log density of the *normalized* Gaussian (A is ignored), and that it is NOT log(eval()). Rename ideally to log_pdf or logDensityNormalized; that rename is ABI-breaking (additive deprecated alias is safe). The doc-only fix is fully compatible."
MATH-19,B6,MATH,medium,silent-failure,source-compatible,src/openms/include/OpenMS/MATH/STATISTICS/PosteriorErrorProbabilityModel.h,PosteriorErrorProbabilityModel::computeProbability,"computeProbability silently applies a hidden score offset and returns garbage if fit() was not run, instead of signaling",Track a 'fitted_' flag and throw Exception::Precondition (or return NaN documented as such) when computeProbability is called before a successful fit. The implicit +fabs(smallest_score_)+0.001 transform should be documented at the method (not just the @note). A flag member is ABI-breaking; a thrown precondition using existing members is source-compatible.
MATH-21,B6,MATH,medium,misleading-name,none,src/openms/include/OpenMS/MATH/STATISTICS/PosteriorErrorProbabilityModel.h,PosteriorErrorProbabilityModel::fillDensities,"fillDensities fills the 'incorrect' density with the Gaussian model, not the Gumbel, regardless of which fit() was run",Document at the declaration that fillDensities/fillLogDensities always use the Gaussian negative model and that the Gumbel densities require fillLogDensitiesGumbel; or branch on the actual fitted model. Doc-only fix is fully compatible.
ML-2,B6,ML,medium,surprising-throw,none,src/openms/include/OpenMS/ML/CLUSTERING/SingleLinkage.h,SingleLinkage::operator(),threshold documented as silently ignored actually throws NotImplemented when < 1,"Reconcile doc and behavior: either implement threshold support, or document that threshold<1 throws NotImplemented (not 'will not be used'). Additive/doc-only fix is ABI-safe; the throw itself is already shipped behavior."
ML-4,B6,ML,medium,unit-or-index,none,src/openms/include/OpenMS/ML/CLUSTERING/ClusterAnalyzer.h,ClusterAnalyzer::cohesion,"'cohesion' returns average intra-cluster DISTANCE (lower = tighter), opposite of expected cohesion score",Document explicitly that 'cohesion' here is the mean intra-cluster distance (smaller = more cohesive) and that singletons are assigned the global mean distance. Renaming (e.g. meanIntraClusterDistance) would be the ideal fix but is source-breaking; prefer the doc clarification for ABI stability.
ML-5,B6,ML,medium,asymmetric-api,none,src/openms/include/OpenMS/ML/CLUSTERING/ClusterAnalyzer.h,"ClusterAnalyzer::cut(const Size, const std::vector<BinaryTreeNode>&, std::vector<std::vector<Size>>&)","cut(...Size clusters) appends to the output without clearing, unlike the sibling cut(...subtrees) overload","Add `clusters.clear();` at the start of the Size-vector cut() to match the subtree overload, or document that clusters must be passed empty. Adding the clear() is a behavioral fix but ABI-stable (signature unchanged)."
ML-8,B6,ML,medium,return-value,none,src/openms/include/OpenMS/ML/CLUSTERING/ClusterAnalyzer.h,ClusterAnalyzer::averageSilhouetteWidth,"averageSilhouetteWidth divides each step's sum by the fixed total element count, not by the number of contributing points","Either document that the per-step value is normalized by total element count (not by contributing points) or divide by the count of contributing points. Behavior change would alter outputs/tests, so confirm intended semantics before changing; at minimum clarify in the header."
ML-9,B6,ML,medium,silent-failure,none,src/openms/include/OpenMS/ML/CLUSTERING/ClusteringGrid.h,ClusteringGrid::isNonEmptyCell,isNonEmptyCell documents two exceptions it never throws,"Fix the documentation to match behavior (remove the @throw clauses) — this is a doc-only, ABI-safe change. If validation is actually desired, add it in a new method or a clearly versioned change; do not change the existing return semantics silently."
ML-12,B6,ML,medium,misleading-name,source-compatible,src/openms/include/OpenMS/ML/CLUSTERING/GridBasedCluster.h,GridBasedCluster::operator< / operator> / operator==,"Cluster comparison/equality use only the y-coordinate of the centre, not the cluster","Document explicitly that these operators order by centre-y only (they exist to sort clusters vertically), and rename or supply a content-equality predicate; replace the GridBasedCluster-keyed map in extendClustersY with an index-keyed structure. The operator-as-y-sort is by design but the unqualified operator== is the dangerous part — at minimum compare the full centre. Changing the comparison is source-compatible but behavior-changing, so gate it carefully."
ML-15,B6,ML,medium,misleading-name,breaking,src/openms/include/OpenMS/ML/CLUSTERING/ClusteringGrid.h,ClusteringGrid::getGridSpacingX / getGridSpacingY,"'GridSpacing' is actually a vector of cell-boundary coordinates, not a spacing/step","Document (and ideally rename in future) these as grid cell boundary coordinates, not spacings. Adding clarifying Doxygen is ABI-safe; renaming the public methods/params would be breaking."
ML-16,B6,ML,medium,misleading-name,none,src/openms/source/ML/RANSAC/RANSACModelQuadratic.cpp,RansacModelQuadratic::rm_rsq_impl,"rm_rsq() on the quadratic model returns chi-squared (RSS), not R-squared","Make the quadratic model actually return an R-squared (compute 1 - RSS/TSS from the points) to honor the documented contract, OR rename the base-class method and doc to a neutral 'goodness'/score and document the per-model semantics. Given OpenMS ABI policy: the additive/safe fix is to correct rm_rsq_impl to return a true R-squared (behavior fix, header signature unchanged). If a behavior change is too risky, at minimum fix the base-class Doxygen to stop promising R-squared. The current implementation is only referenced from dead DEBUG_RANSAC code, so a behavior fix has minimal blast radius."
ML-17,B6,ML,medium,surprising-default,none,src/openms/include/OpenMS/ML/RANSAC/RANSAC.h,RANSAC::RANSAC,"RANSAC default constructor seeds the RNG from wall-clock time, making results non-deterministic by default","Prefer a fixed default seed (e.g. 0 or a documented constant) for reproducibility, requiring callers to opt into time-seeding via setSeed(time(nullptr)); this is source/ABI-compatible (only the default value changes). At minimum, document prominently in the class/constructor Doxygen that the default seed is wall-clock-based and results are non-deterministic unless setSeed() is called."
ML-18,B6,ML,medium,silent-failure,none,src/openms/include/OpenMS/ML/REGRESSION/LinearRegressionWithoutIntercept.h,LinearRegressionWithoutIntercept::getSlope,getSlope() silently returns NaN when fewer than 2 observations were added,"Document the NaN sentinel in the getSlope() Doxygen and/or add a 'bool isValid() const' (or 'size_t getN() const') accessor so callers can test before reading; an additive accessor is fully ABI-compatible. Ideally throw Exception::UnableToFit when n_<2 or sum_xx_==0, but that is a behavior change -- flag it as the ideal fix."
ML-19,B6,ML,medium,hidden-side-effect,none,src/openms/source/ML/REGRESSION/LinearRegression.cpp,LinearRegression::computeRegression / computeRegressionWeighted,"On a failed/singular fit, computeRegression mutates slope_/intercept_/chi_squared_ before (or without) throwing, leaving the object in a misleading state","Compute into locals and only commit to members after the success check; throw before mutating any member. This is an internal-implementation fix with no header/ABI change. At minimum, reset members to a sentinel on failure so a caller that swallows the exception cannot misread stale fit values."
ML-20,B6,ML,medium,silent-failure,source-compatible,src/openms/source/ML/ROCCURVE/ROCCurve.cpp,ROCCurve::AUC,AUC() returns 0.5 and prints to cerr instead of signaling an unusable dataset,"Return a NaN or throw on an unusable set, or at minimum guard the truePos==0 || falsePos==0 cases (the only ones the cerr text claims to detect) instead of dividing by zero. Additive/source-compatible: keep the signature, change the degenerate return to std::numeric_limits<double>::quiet_NaN() and document it; or throw InvalidValue."
ML-23,B6,ML,medium,surprising-default,breaking,src/openms/include/OpenMS/ML/NNLS/NonNegativeLeastSquaresSolver.h,NonNegativeLeastSquaresSolver::solve,Non-const Matrix/vector solve overload clobbers A and b; the 'solve' name and overload set do not warn at the call site,Consider renaming the destructive overloads (e.g. solveInPlace) so the call site reflects the side effect; at minimum keep the strong doc. Renaming is source-compatible-ish but ABI-breaking; the conservative fix is documentation already present plus a note in the class brief.
ML-25,B6,ML,medium,param-order-or-bool,none,src/openms/include/OpenMS/ML/GRIDSEARCH/GridSearch.h,GridSearch::evaluate,"evaluate() maximizes the evaluator and uses startValue as a hard lower bound, opposite to the loss-minimizing CrossValidation sibling","Document that evaluate() returns the argmax and that startValue is an exclusive lower bound (use -inf to always pick a maximum). Header-only template; doc-only fix, source/ABI compatible."
COMP-7,B6,COMPARISON,medium,asymmetric-api,none,src/openms/source/COMPARISON/SpectraSTSimilarityScore.cpp,"SpectraSTSimilarityScore::operator()(const BinnedSpectrum&, const BinnedSpectrum&)",BinnedSpectrum operator() returns un-normalized dot while PeakSpectrum overload returns normalized dot,"Document explicitly that the BinnedSpectrum overload assumes pre-normalized bins (as produced by transform()), and rename or annotate to make the precondition obvious; or normalize inside the BinnedSpectrum overload for symmetry. Doc/impl change; normalizing would change returned values (source-compatible behavior change)."
COMP-8,B6,COMPARISON,medium,return-value,none,src/openms/source/COMPARISON/SpectrumPrecursorComparator.cpp,"SpectrumPrecursorComparator::operator()(const PeakSpectrum&, const PeakSpectrum&)","Precursor comparator returns a Da-valued 'window - |delta|', not a normalized similarity","Document the score space explicitly (returns window-minus-distance in Da, max == window) or normalize by window to give [0,1]. Doc fix is ABI-neutral; normalization changes returned values (source-compatible behavior change)."
COMP-9,B6,COMPARISON,medium,silent-failure,source-compatible,src/openms/source/COMPARISON/SpectrumPrecursorComparator.cpp,"SpectrumPrecursorComparator::operator()(const PeakSpectrum&, const PeakSpectrum&)","Missing precursor silently treated as m/z 0, producing a meaningless comparison","Document the no-precursor behavior, or throw/return a clear sentinel when a precursor is absent. ABI-neutral; throwing would be a source-compatible behavior change."
COMP-11,B6,COMPARISON,medium,hidden-side-effect,none,src/openms/include/OpenMS/COMPARISON/SpectrumCheapDPCorr.h,"SpectrumCheapDPCorr::operator()(const PeakSpectrum&, const PeakSpectrum&)",const comparison operator mutates internal consensus/peak-map state and resets the weighting factor,Document the side effects on lastconsensus()/getPeakMap() and the one-shot nature of setFactor() prominently in the header; ideally provide an overload that returns the consensus explicitly rather than via mutable state. Doc fix ABI-neutral; API redesign would be breaking.
COMP-12,B6,COMPARISON,medium,hidden-side-effect,none,src/openms/include/OpenMS/COMPARISON/SpectrumCheapDPCorr.h,SpectrumCheapDPCorr::setFactor,"setFactor only affects the next single comparison, then auto-resets to 0.5","Rename or clearly document as a one-shot setting (e.g. setFactorForNextCall), or make the factor persistent. Doc fix ABI-neutral; rename is source-compatible if old name retained."
COMP-14,B6,COMPARISON,medium,surprising-default,none,src/openms/include/OpenMS/COMPARISON/SpectrumAlignment.h,SpectrumAlignment::getSpectrumAlignment,is_relative_tolerance silently switches between symmetric DP alignment and asymmetric nearest-neighbor matching,The class doc does describe both methods; surface this on the method itself and consider distinct method names for the two semantics to avoid silent algorithm swaps. Doc-only; ABI-neutral.
COMP-15,B6,COMPARISON,medium,silent-failure,none,src/openms/source/COMPARISON/SpectrumCheapDPCorr.cpp,SpectrumCheapDPCorr::comparepeaks_ / int_cnt parameter,Invalid int_cnt value yields a -1 peak score silently folded into the returned similarity,"Validate int_cnt at parameter-set time (restrict to {0,1,2,3}) or throw on the invalid branch instead of returning -1. ABI-neutral implementation fix."
